level,date,purchased,review
Level 2. Rookie,Updated on 24 Apr 2020,Purchased,"[Ease of porting] and [Customer Service] So this is one big reason why I am not satisfied with Circles. Maybe its a one-off issue and suey suey i kena, but I would have expected the staff to have thoroughly checked before saying that the issue wasnt at their end. I honestly do not know what happens behind the scenes since its the Covid period and perhaps its a mess as well for them. But from the customer's side, it really was an unpleasant last experience with them."
Level 3. Wonderkid,Updated on 20 Apr 2020,None,I applaud your efforts to become the fasting growing telco in Singapore. This is not easy because you are up against established & wealthy competitors like Singtel. But you did well by having niche promotions to attract new customers.
Level 3. Wonderkid,Updated on 16 Apr 2020,Purchased,"[Customer Service]  Reviewing here because no one at Circles Life can't be bothered about an ""old"" customer or understand the issues I have raised.  I was one of the earliest customers when they started off, 3 years I believe? They did a good job from being the first mover and great customer service to the ease of use of app (still is the leading one). As of late last year, I noticed that when I was happily paying $30 (including $2 free incoming) monthly which I was happy to do that, but the news of new customers that came onboard was only paying $18 per month for the same package did put me off a fair bit. Guess ""first-movers"" shouldn't be rewarded? I must be fair that from early this year till now, though they gave me a 3 month discount of $10 (when other new customers are on $18 forever?), I have not heard from them after much discussions via email (which proves to be really bad) with customer service officers not understanding myself, or email bots used? The promise was to revert after 3 months, but... maybe because of the COVID-19 situation, they have been quite busy."
Level 6. Master,Updated on 15 Apr 2020,Purchased,"One thing to take note for all circles life user: Unlike other telcos, you will not be able to receive sms automatically when you are overseas. You will need to request from the customer service to be able to receive sms overseas. "
Level 2. Rookie,Updated on 09 Apr 2020,Purchased,[Customer Service] -- Worse The worse service I got from any telco by far. If you have no problem when you port over? good for you. But when you run into problems - The service circles provides is just Braindead level. They follow protocol like it is the bible. They do NOT provide any service at all.  Very passive on their part and Unhelpful. All pretentious service.
Level 2. Rookie,Updated on 08 Apr 2020,Purchased,"Very disappointed with this telco. I received an SMS telling me that my Starhub number would be ported over by midnight of 24 Feb. This still had not happened by 27 Feb. Only after I contacted customer service did they inform me that my number was not able to be ported. In the meantime, they are charging me $38 for  porting, despite the service not being performed. Rubbish telco."
Level 2. Rookie,Updated on 15 Mar 2020,Purchased,Worst service provider line got cut and they told me that they can’t do anything about it till Monday cuz their other department are not working so I have to wait without service for a whole day amazing isn’t it. Their customer service can be quite frustrating I urge you not to sign up with them..
Level 4. Prodigy,Updated on 13 Mar 2020,None,"I enjoyed using Circles.Life's service very much, and it was relatively easy to port over from Singtel, my previous telco. All in all, the porting took about 3 days."
Level 4. Prodigy,Updated on 06 Mar 2020,Purchased,"[Customer Service] Responsive as ever, so kudos to their team."
Level 2. Rookie,Updated on 28 Feb 2020,Purchased,"[Customer Service] I had my fair share of unpleasant service from Singtel and with the recent 'upgrade' from customer service hotline to a robo-service hotline, it was the last straw for me. Circles life, however, was exceptional because it has been a while since I am able to reach customer service personnel without waiting/holding on the line for 30-45 mins only to have the personnel telling me something which i could have done on my own. I love it when they adopt the live-chat session as well as the recorded conversation so that neither one can deny whatever that is being said.  TLDR: Singtel-switched-Circles customer who is very satisfied with the flexibility of circles, providing exceptional customer service and giving the freedom to choose back to the customers."
Level 2. Rookie,Updated on 28 Feb 2020,Purchased,"[Customer Service] Excellent, excellent, excellent. I think they have set the gold standard for customer service. "
Level 5. Genius,Updated on 17 Feb 2020,Purchased,"Also, I purchased 1GB of data for a recent Bali trip through the app — and though the process was seamless, my connection sucked. I ended up having to use a friend's personal hotspot about 80% of the time.  [Customer Service] "
Level 3. Wonderkid,Updated on 07 Feb 2020,Purchased,"[Customer Service] Customer service is prompt, takes just a few hours for them to reply to your email."
Level 3. Wonderkid,Updated on 27 Jan 2020,Purchased,[Customer Service]  That was where the customer service was helpful in resolving the error in my submission.This was done via the messaging app and it was a  smooth process.
Level 4. Prodigy,Updated on 22 Jan 2020,Purchased,"TLDR: I used CirclesLife for about 2 years before switching over to GRID Mobile. The main reason for switching was due to the prices. However, CirclesLife still has much better user experience using the app, although their customer service has dropped significantly since the beginning. Overall 3/5. I believe CirclesLife leases bandwidth from M1, which has fairly comprehensive coverage. I didn't experience any problems with them, even when I went back for reservice in Sungei Gedong. [Customer Service] 2/5 When I first switched from Starhub, CirclesLife's customer service was incredible. Responses from their CSOs on the app's messaging platform was quick, helpful, and extremely efficient. Compared to Starhub's stupid hotline where they put you on hold for an hour, CirclesLife really blew the competition away. We really have to thank CirclesLife for disrupting the uncompetitive telco market with how they re-conceived mobile service provision. Unfortunately, that was 2 years ago. More recently, their customer service has truly been dismal. Conversations with their CSOs on the app would drop halfway and they would suddenly pair you with a new CSO, and you had to explain your problem all over again. This was incredibly frustrating and on one occasion I was dropped and re-paired a total of 11 times before I gave up. I never got my issue resolved.  I was truly turned off by the lousy customer service that dropped tremendously in standard compared to 2 years ago. Coupled with the better value for money in other plans, it was difficult for me not to switch."
