,post_title,post_username,post,reply to
116,"After 40 years old, still need to go back to reservist?",Chalkycliffs," Yes, if your birthday falls before April, then you won't be able to add any more.   How many more HK ICTs you have to complete to reach the 10 cycles?",Chao_Ah_Tiong wrote: If my birthday falls after April it is still possible that I can clock 10 cycles but too bad my birthday falls on February and my remaining ICTs will be all high keys.
117,"After 40 years old, still need to go back to reservist?",Chao_Ah_Tiong,Already served 3 LK and 2 HK ICTs and left with 5 HK ICTs.,"Chalkycliffs wrote: Yes, if your birthday falls before April, then you won't be able to add any more.   How many more HK ICTs you have to complete to reach the 10 cycles?"
118,"After 40 years old, still need to go back to reservist?",Chalkycliffs, 5 HKs left... and you are already close to 40?,Chao_Ah_Tiong wrote: Already served 3 LK and 2 HK ICTs and left with 5 HK ICTs.
119,"After 40 years old, still need to go back to reservist?",matey1982, ,Chao_Ah_Tiong wrote: Already served 3 LK and 2 HK ICTs and left with 5 HK ICTs.
120,"After 40 years old, still need to go back to reservist?",Chao_Ah_Tiong,matey1982 wrote: U reaching 40 by when? I am turning 36 soon.  If they called up every year at most I can complete 4 more HKs before I ROD.,Chalkycliffs wrote: 5 HKs left... and you are already close to 40?
121,"After 40 years old, still need to go back to reservist?",Chalkycliffs,"Yes, it looks like you will miss your last 10th cycle. If your unit isn't scheduling ICTs every year... you may even miss out on the 9th cycle. Try contacting your unit, ask them what are your options. But based on your Feb birth month... hard to squeeze in any more.",Chao_Ah_Tiong wrote: I am turning 36 soon.  If they called up every year at most I can complete 4 more HKs before I ROD.
122,"After 40 years old, still need to go back to reservist?",Chao_Ah_Tiong,"I have a feeling that they might not call up every year, especially after the 7th ICT ATEC2.","Chalkycliffs wrote: Yes, it looks like you will miss your last 10th cycle. If your unit isn't scheduling ICTs every year... you may even miss out on the 9th cycle.  Try contacting your unit, ask them what are your options.  But based on your Feb birth month... hard to squeeze in any more."
123,"After 40 years old, still need to go back to reservist?",matey1982,It only count as 1 ORNS activity in the same work year ,"Chao_Ah_Tiong wrote: I have a feeling that they might not call up every year, especially after the 7th ICT ATEC2."
124,"After 40 years old, still need to go back to reservist?",MoyoCase,"Ts, i never completed 10 yr cycle. only 2 LK i went.  Its been 15 years I ORD in Full time NS. Cos i was on exit permit all the while. AFter 40 they dont call u already. send u ROD certificate and u can say goodbye to them",NIL
125,"After 40 years old, still need to go back to reservist?",MoyoCase,keep the uniform. there is always a chance they call u up again. as long u are <40. Return uniform is only for PES F or those reached 40.,"kazuki666 wrote: Depends on unit and vocation. I was on holding list for 5 years after I ORD, no IPPT no mob manning no briefing no ICT. I believe it's because my active unit does not have a vacancy for me. But I SAF100 on 6th year, then after that every year also on ICT liao. Just received my MR cert last year, but not yet 40yo.  Just curious. What are the chances of me kena call up for ICT? The FBO and uniforms are taking up space lor, which I am tempted to just bring to emart and drop there.  Sent from Xiaomi REDMI NOTE 4 using GAGT"
126,"After 40 years old, still need to go back to reservist?",Chao_Ah_Tiong,No need unless you are an officer or you self volunteered to extend your service.,NIL
127,"After 40 years old, still need to go back to reservist?",ranchfarm,Anyone knows if it's age 40 or after age 40? (age 41).,NIL
128,"After 40 years old, still need to go back to reservist?",reddevil0728,"""not more than 40 years of age""",ranchfarm wrote: Anyone knows if it's age 40 or after age 40? (age 41).
129,"After 40 years old, still need to go back to reservist?",matey1982,"mai volunteer lah  finish 10-year cycle, siew gang",Chao_Ah_Tiong wrote: No need unless you are an officer or you self volunteered to extend your service.
130,"After 40 years old, still need to go back to reservist?",Magickiller9,What kind of activities count as ORNS? I haven’t done a single ICT and it says I completed 4 ORNS year.,NIL
131,"After 40 years old, still need to go back to reservist?",THFC78,"Activity like ICT, mobilisation or call up for briefing",Magickiller9 wrote: What kind of activities count as ORNS? I haven’t done a single ICT and it says I completed 4 ORNS year.
132,"After 40 years old, still need to go back to reservist?",Magickiller9,Didn’t go for any of that lol. But somehow my ORNS year is increasing.,"THFC78 wrote: Activity like ICT, mobilisation or call up for briefing"
133,"After 40 years old, still need to go back to reservist?",THFC78,You go where check your ORNS cycle?,Magickiller9 wrote: Didn’t go for any of that lol. But somehow my ORNS year is increasing.
134,"After 40 years old, still need to go back to reservist?",matey1982,,Magickiller9 wrote: Didn’t go for any of that lol. But somehow my ORNS year is increasing.
135,"After 40 years old, still need to go back to reservist?",Magickiller9,When u receive saf100. There’s some admin documents with everyone’s information. And ORNS is stated there.,THFC78 wrote: You go where check your ORNS cycle?
136,"After 40 years old, still need to go back to reservist?",paulyen,Anyone here lost a ict cycle due to the pandemic? Wondering if mindef will count the lost year as one year orns cycle cleared,NIL
137,"After 40 years old, still need to go back to reservist?",reddevil0728,why so? there are others who skip 1 year also.,paulyen wrote: Anyone here lost a ict cycle due to the pandemic? Wondering if mindef will count the lost year as one year orns cycle cleared
138,"After 40 years old, still need to go back to reservist?",paulyen,"i still have some buffer, but if lose one or two more years, i might not be able to clear 10 cycles before reaching 40 years.  there would be some who are turning 40 this year and can't do orns #10 due to pandemic,",NIL
139,"After 40 years old, still need to go back to reservist?",reddevil0728,Then your NS obligation will just create. They wouldn’t extend you.,"paulyen wrote: i still have some buffer, but if lose one or two more years, i might not be able to clear 10 cycles before reaching 40 years.  there would be some who are turning 40 this year and can't do orns #10 due to pandemic,"
140,"After 40 years old, still need to go back to reservist?",paulyen,"I know that...but will lose the cpf bonus from completing orns, that is the concern",reddevil0728 wrote: Then your NS obligation will just create. They wouldn’t extend you.
141,"After 40 years old, still need to go back to reservist?",reddevil0728,That one I think is need to go MP liao.  Because I think that’s the least of their concern now,"paulyen wrote: I know that...but will lose the cpf bonus from completing orns, that is the concern"
142,"After 40 years old, still need to go back to reservist?",matey1982,between doing the ORN cycle to clock the quota for the work year vs steering clear of pandemic i would choose the latter,"paulyen wrote: i still have some buffer, but if lose one or two more years, i might not be able to clear 10 cycles before reaching 40 years.  there would be some who are turning 40 this year and can't do orns #10 due to pandemic,"
143,"After 40 years old, still need to go back to reservist?",Magickiller9,really meh. like that ippt also counted? i only went for ippt last 3 years.,matey1982 wrote: Think now more of these 1/2 day event are counted towards your ORNS activity count for the work year
144,"After 40 years old, still need to go back to reservist?",matey1982,think now more activities are counted towards being recognised as ORNS activity.  eg IPPT counted as 1/2 day attendance,Magickiller9 wrote: really meh. like that ippt also counted? i only went for ippt last 3 years.
145,"After 40 years old, still need to go back to reservist?",recharging,NSdotSG under the eServices Manage Callup and Manning can log in and check.,THFC78 wrote: You go where check your ORNS cycle?
